full_name
Samuel L. Jackson
Robert Downey Jr.
Tom Hanks
Tom Cruise
Zoe Saldana
Chris Pratt
Chris Hemsworth
Bradley Cooper
Chris Evans
Harrison Ford
Johnny Depp
